1.1,1.1,-0.1,-0.020011,3.8721,-0.00077307,13.63
0.9,1.1,-0.1,0.028834,-2.0661,-0.0096417,13.648
1.1,1.0634,-0.1,0.016289,-3.8489,0.015398,13.677
1.1,1.0181,-0.1,0.016999,-2.5317,0.017444,13.676
1.1,1.0285,-0.1,0.016905,-0.6573,0.016906,13.675
1.0326,1.0652,-0.1,0.015789,0.55843,0.015788,13.674
1.0675,1.0303,-0.1,0.016851,0.8373,0.016851,13.673
1.0535,1.0443,-0.1,0.016424,0.43828,0.016424,13.672
1.03,1.0429,-0.1,0.016464,-0.030334,0.016464,13.671
1.0556,1.0173,-0.1,0.017242,-0.2994,0.017242,13.67
1.0433,1.0296,-0.1,0.016869,-0.33435,0.01687,13.669
0.98938,1.0299,-0.1,0.016862,-0.2259,0.016861,13.669
1.0159,0.97666,-0.1,0.01848,-0.10856,0.01848,13.669
1.0023,0.97696,-0.1,0.01847,-0.045768,0.018471,13.669
1.0022,0.97704,-0.1,0.018468,-0.041488,0.018468,13.669
0.99566,0.98358,-0.1,0.018269,-0.069694,0.018269,13.669
0.98899,0.9835,-0.1,0.018271,-0.09893,0.018271,13.669
0.99228,0.9767,-0.1,0.018478,-0.11406,0.018478,13.669
0.99241,0.97657,-0.1,0.018482,-0.11461,0.018482,13.669
0.98885,0.97834,-0.1,0.018428,-0.10745,0.018428,13.669
0.99061,0.97658,-0.1,0.018482,-0.10013,0.018482,13.669
0.98969,0.9775,-0.1,0.018454,-0.092773,0.018454,13.669
0.96097,0.97749,-0.1,0.018454,-0.092703,0.018454,13.669
0.96128,0.94878,-0.1,0.019326,-0.096232,0.019326,13.669
0.9753,0.92056,-0.1,0.020184,-0.10173,0.020183,13.669
0.96112,0.93474,-0.1,0.019753,-0.10374,0.019753,13.669
0.95403,0.94183,-0.1,0.019537,-0.10285,0.019537,13.669
0.95402,0.94184,-0.1,0.019537,-0.10097,0.019537,13.669
0.93597,0.94184,-0.1,0.019537,-0.099534,0.019537,13.669
0.954,0.9238,-0.1,0.020085,-0.098999,0.020085,13.669
0.9331,0.93282,-0.1,0.019811,-0.09942,0.019811,13.669
0.93852,0.92096,-0.1,0.020171,-0.099857,0.020171,13.669
0.93582,0.92045,-0.1,0.020187,-0.10018,0.020187,13.669
0.93582,0.92045,-0.1,0.020187,-0.10025,0.020187,13.669
0.93233,0.92206,-0.1,0.020138,-0.10015,0.020138,13.669
0.9331,0.92019,-0.1,0.020194,-0.10001,0.020194,13.669
0.93273,0.92003,-0.1,0.020199,-0.099948,0.020199,13.669
0.93272,0.92004,-0.1,0.020198,-0.09994,0.020198,13.669
0.93219,0.92031,-0.1,0.02019,-0.099969,0.02019,13.669
0.93222,0.92005,-0.1,0.020198,-0.099997,0.020198,13.669
0.93233,0.91985,-0.1,0.020205,-0.10003,0.020205,13.669
0.93221,0.91997,-0.1,0.020202,-0.10003,0.020202,13.669
0.93216,0.92002,-0.1,0.0202,-0.10002,0.0202,13.669
0.93202,0.92002,-0.1,0.0202,-0.1,0.0202,13.669
0.93216,0.91988,-0.1,0.020204,-0.09999,0.020204,13.669
0.93209,0.91995,-0.1,0.020202,-0.09999,0.020202,13.669
0.93209,0.91995,-0.1,0.020202,-0.099995,0.020202,13.669
0.93202,0.91995,-0.1,0.020202,-0.1,0.020202,13.669
0.93208,0.91989,-0.1,0.020204,-0.1,0.020204,13.669
0.93206,0.91991,-0.1,0.020203,-0.1,0.020203,13.669
0.93196,0.91992,-0.1,0.020203,-0.1,0.020203,13.669
0.93206,0.91982,-0.1,0.020205,-0.1,0.020206,13.669
0.93192,0.91987,-0.1,0.020204,-0.1,0.020204,13.669
0.932,0.91979,-0.1,0.020207,-0.1,0.020206,13.669
0.93203,0.91982,-0.1,0.020205,-0.1,0.020206,13.669
0.93202,0.91989,-0.1,0.020203,-0.1,0.020203,13.669
0.93197,0.91994,-0.1,0.020202,-0.1,0.020201,13.669
0.93203,0.91988,-0.1,0.020203,-0.1,0.020203,13.669
0.93202,0.91989,-0.1,0.020203,-0.1,0.020203,13.669
0.93225,0.91988,-0.1,0.020203,-0.1,0.020203,13.669
0.93202,0.92011,-0.1,0.020196,-0.1,0.020196,13.669
0.93213,0.92,-0.1,0.020199,-0.1,0.020199,13.669
0.93251,0.91999,-0.1,0.020199,-0.1,0.020199,13.669
0.93256,0.92036,-0.1,0.020187,-0.1,0.020188,13.669
0.93244,0.92082,-0.1,0.020175,-0.10001,0.020173,13.669
0.93304,0.92073,-0.1,0.020177,-0.1,0.020177,13.669
0.93327,0.92106,-0.1,0.020166,-0.1,0.020167,13.669
0.93325,0.92166,-0.1,0.020148,-0.1,0.020147,13.669
0.93364,0.92167,-0.1,0.020147,-0.1,0.020147,13.669
