1.1017,1.1008,1.9384,0.00059961,1.9384,0.00059961,13.646
1.1092,1.0907,-0.96787,0.0009066,-0.96787,0.0009066,13.646
1.1063,1.0818,-1.9325,0.0014022,-1.9325,0.0014022,13.647
1.0968,1.0769,-1.2097,0.0015549,-1.2097,0.0015549,13.647
1.093,1.0789,-0.24348,0.0014953,-0.24348,0.0014953,13.647
1.0897,1.0822,0.84447,0.0013946,0.84447,0.0013946,13.647
1.0893,1.0826,0.96622,0.0013832,0.96622,0.0013832,13.647
1.0907,1.0812,0.51356,0.0014266,0.51356,0.0014266,13.647
1.0922,1.0797,0.030452,0.0014725,0.030452,0.0014725,13.647
1.0937,1.0782,-0.4679,0.0015185,-0.4679,0.0015185,13.647
1.0937,1.0782,-0.48313,0.0015202,-0.48313,0.0015202,13.647
1.093,1.0789,-0.24537,0.0015003,-0.24537,0.0015003,13.647
1.0923,1.0796,-0.0038086,0.00148,-0.0038086,0.00148,13.647
1.0915,1.0804,0.23966,0.001456,0.23966,0.001456,13.647
1.0915,1.0804,0.24157,0.0014575,0.24157,0.0014575,13.647
1.0919,1.08,0.12126,0.0014706,0.12126,0.0014706,13.647
1.0923,1.0796,0.00047667,0.0014829,0.00047667,0.0014829,13.647
1.0926,1.0793,-0.12055,0.0014935,-0.12055,0.0014935,13.647
1.0927,1.0793,-0.12078,0.0014947,-0.12078,0.0014947,13.647
1.0925,1.0795,-0.060451,0.0014894,-0.060451,0.0014894,13.647
1.0923,1.0797,-5.8883e-05,0.0014848,-5.8883e-05,0.0014848,13.647
1.0921,1.0799,0.06036,0.00148,0.06036,0.00148,13.647
1.0921,1.0799,0.06039,0.0014826,0.06039,0.0014826,13.647
1.0923,1.0798,0.030203,0.0014864,0.030203,0.0014864,13.647
1.0924,1.0797,7.352e-06,0.0014894,7.352e-06,0.0014894,13.647
1.0925,1.0796,-0.030192,0.0014912,-0.030192,0.0014912,13.647
1.0925,1.0796,-0.030196,0.0014889,-0.030196,0.0014889,13.647
1.0924,1.0797,-0.015099,0.0014854,-0.015099,0.0014854,13.647
1.0924,1.0797,-6.2061e-07,0.001484,-6.2061e-07,0.001484,13.647
1.0923,1.0798,0.015098,0.0014823,0.015098,0.0014823,13.647
1.0923,1.0798,0.015098,0.0014844,0.015098,0.0014844,13.647
1.0924,1.0798,0.007549,0.0014855,0.007549,0.0014855,13.647
1.0925,1.0798,-1.07e-07,0.0014858,-1.07e-07,0.0014858,13.647
