1.0524,1.0569,0.41988,0.0021529,0.81969,0.0065162,0.9213,0.19994,0.0022159,0.00087017,0.19987,0.0021529,-0.00069083
1.0732,1.0646,-5.4917,0.0031071,-1.2739,-0.0005023,0.92139,2.1254,0.001348,0.20085,2.093,0.00095418,-0.0063918
1.0905,1.072,-9.5578,0.0080362,-2.8453,-0.0050555,0.92136,2.7767,0.0052628,0.77803,3.9382,0.0049291,-0.012122
1.1094,1.0906,-11.747,0.016475,-2.8768,-0.0079925,0.9214,3.059,0.0049892,1.2645,5.8151,0.0084388,-0.017934
1.1081,1.0919,-12.501,0.027237,-2.4354,-0.0098223,0.92136,2.8198,0.0043323,1.738,7.2505,0.010762,-0.022369
1.1064,1.0936,-12.38,0.038414,-1.8754,-0.0098455,0.92136,2.3844,0.0026549,2.0675,8.1259,0.011177,-0.025043
1.1049,1.0951,-11.868,0.048436,-1.3909,-0.0083918,0.92138,1.967,0.0010136,2.2585,8.5166,0.010022,-0.026195
1.1038,1.0962,-11.296,0.056426,-1.0606,-0.0061239,0.92138,1.6653,-0.00014347,2.342,8.577,0.0079898,-0.026317
1.1032,1.0968,-10.838,0.062159,-0.88595,-0.0036722,0.92136,1.4957,-0.0007567,2.3551,8.4631,0.0057335,-0.025902
1.103,1.097,-10.549,0.06587,-0.83012,-0.0014669,0.92137,1.4318,-0.0009379,2.3316,8.2936,0.0037108,-0.025325
1.103,1.097,-10.414,0.068018,-0.84583,0.00027648,0.92131,1.4352,-0.0008516,2.2958,8.1396,0.0021482,-0.02481
1.1031,1.0969,-10.387,0.069114,-0.89237,0.0015172,0.92135,1.4697,-0.00063582,2.2632,8.0318,0.001096,-0.02445
1.1033,1.0967,-10.419,0.06835,-0.94101,-0.0014195,0.9214,1.5111,-0.0016454,2.24,7.9731,-0.00076355,-0.024215
1.1034,1.0966,-10.47,0.06736,-0.97954,-0.00098423,0.92139,1.5449,-0.00037616,2.2274,7.9527,-0.00098985,-0.024146
1.0976,1.1024,-12.66,0.07671,1.0859,-0.014964,0.92135,-0.062041,0.011078,3.7299,13.819,0.0093507,-0.042296
1.103,1.097,-15.261,0.080207,-0.58908,-0.025406,0.92143,1.5119,-0.0045532,3.3621,13.17,0.0022665,0.036771
1.0953,1.1047,-21.029,0.096119,2.1684,-0.048545,0.92161,-0.60547,0.013239,5.981,23.822,0.024032,0.0037302
1.1155,1.0845,-23.266,0.083286,-4.5316,-0.041993,0.92179,5.2525,-0.02607,2.6817,13.491,-0.015016,0.087803
1.1012,1.0988,-26.671,0.077289,0.16753,-0.042211,0.92191,0.75289,0.0050459,3.356,26.095,-0.021013,0.049668
1.0961,1.1039,-32.944,0.073867,1.8681,-0.045245,0.92197,-1.0092,0.0016909,3.1498,35.831,-0.024435,0.020174
1.1252,1.0748,-32.447,0.062847,-7.7703,-0.039138,0.92211,8.4589,-0.0081917,2.5715,16.225,-0.013203,0.079434
1.1209,1.0791,-26.786,0.054408,-6.4118,-0.031905,0.92196,6.9978,-0.003988,2.2706,13.384,-0.010622,0.087997
1.1082,1.0918,-19.916,0.057332,-2.2092,-0.035518,0.92197,3.124,0.010181,3.3296,14.593,0.00074119,0.083973
1.1013,1.0987,-14.174,0.062791,0.12774,-0.041587,0.92197,0.8474,0.0029229,3.5501,13.465,0.0032756,0.087323
1.0988,1.1012,-10.417,0.064447,0.98568,-0.043927,0.92197,-0.066747,-0.0030414,3.3541,11.48,-0.00052778,0.093476
1.0989,1.1011,-8.5651,0.061448,0.90448,-0.041672,0.92198,-0.096555,-0.0043976,2.9776,9.5754,-0.0051813,0.099408
1.1004,1.0996,-8.1005,0.056113,0.38758,-0.037069,0.92191,0.30865,-0.0028534,2.6203,8.1878,-0.0075187,0.1037
1.1021,1.0979,-8.4279,0.051169,-0.20757,-0.032728,0.92186,0.83221,-0.00059492,2.3997,7.3957,-0.0071265,0.1061
1.1035,1.0965,-9.0494,0.046919,-0.70592,-0.028868,0.92186,1.2488,-0.00030001,2.1646,7.1017,-0.0064331,0.10696
1.1042,1.0958,-9.7119,0.046477,-0.95897,-0.02856,0.92186,1.5732,0.003013,2.3688,7.1874,-0.0027853,0.10698
1.0942,1.1058,-14.484,0.055456,2.4472,-0.038164,0.92187,-1.4813,0.009746,3.5237,18.424,0.0066368,0.094848
1.1088,1.0912,-17.906,0.05709,-2.3504,-0.039891,0.92183,3.1318,-0.0059228,2.881,12.432,-0.00070971,0.090966
1.1008,1.0992,-22.787,0.075558,0.45891,-0.0584,0.92181,1.0534,0.017323,5.7417,22.21,0.025105,0.060457
1.0986,1.1014,-30.047,0.09551,1.3794,-0.07848,0.92178,0.49117,0.0099182,7.4985,30.959,0.045057,0.033255
1.125,1.075,-30.782,0.075666,-7.5246,-0.057252,0.92169,8.1462,-0.036097,2.3717,15.119,-0.022185,0.083454
1.1094,1.0906,-29.905,0.088797,-2.245,-0.069116,0.92166,3.6755,0.015966,5.3658,24.001,-0.0090543,0.056055
1.1184,1.0816,-24.609,0.072144,-5.4192,-0.050069,0.92164,6.0503,-0.027375,2.4054,13.147,-0.018998,0.089351
1.0972,1.1028,-21.817,0.068648,1.5057,-0.044358,0.92155,-0.60934,0.010785,3.2755,23.943,-0.022494,0.056638
1.1089,1.0911,-17.604,0.062911,-2.4215,-0.035863,0.92151,3.1768,-0.0028098,2.796,12.015,-0.0081572,0.092313
1.1034,1.0966,-13.795,0.066716,-0.5962,-0.036705,0.92147,1.5982,0.0087959,3.6436,11.611,0.0013847,0.093251
1.0921,1.1079,-14.047,0.065322,3.0614,-0.032826,0.92144,-2.2463,-0.0046146,3.0067,19.364,-9.7228e-06,0.069725
1.0984,1.1016,-16.201,0.057945,0.90165,-0.023062,0.92141,-0.35316,-0.0062611,2.186,17.462,-0.0059924,0.075688
1.1117,1.0883,-15.765,0.051075,-3.5892,-0.013092,0.92135,3.9431,-0.0013099,1.6582,8.2378,-0.0092905,0.10383
1.1072,1.0928,-14.267,0.059416,-2.0631,-0.017893,0.9213,2.9124,0.014185,3.1043,9.3008,0.0059207,0.10014
1.0974,1.1026,-15.129,0.081683,1.3608,-0.036777,0.92125,0.062834,0.018324,5.349,16.444,0.028187,0.07775
1.1092,1.0908,-14.352,0.074357,-2.6393,-0.025507,0.92119,3.1395,-0.024916,2.042,8.5793,-0.0097458,0.10281
1.099,1.101,-15.32,0.079448,0.74548,-0.026717,0.92112,0.46341,0.0064438,4.4392,15.616,0.024938,0.085344
