0.011391,-0.011382,-0.014041,-0.00018455,0.014119,0.00088584,-6.1451e-06,-0.014041,-0.00018455,5.2927e-05,-0.014041,-0.00018455,5.2927e-05
0.0056943,-0.0056943,-0.010716,-0.00063341,0.01075,0.00097962,-5.3129e-06,-0.010716,-0.00063341,5.1834e-05,-0.010716,-0.00063341,5.1834e-05
0.0022357,-0.0022357,-0.0089331,-7.1043e-05,0.0089467,0.00020697,-2.0868e-06,-0.0089331,-7.1043e-05,2.9316e-05,-0.0089331,-7.1043e-05,2.9316e-05
0.0010365,-0.0010365,-0.0033653,0.0001779,0.0033716,-0.00011488,-9.675e-07,-0.0033653,0.0001779,4.8222e-06,-0.0033653,0.0001779,4.8222e-06
0.00030177,-0.00030177,-0.0047456,0.00036097,0.0047474,-0.00034262,-2.8168e-07,-0.0047456,0.00036097,3.4531e-06,-0.0047456,0.00036097,3.4531e-06
0.00014542,-0.00014542,-0.0047422,0.00036226,0.0047431,-0.00035342,-1.3574e-07,-0.0047422,0.00036226,3.4036e-06,-0.0047422,0.00036226,3.4036e-06
0.00012349,-0.00012349,-0.0047393,0.00036275,0.00474,-0.00035524,-1.1526e-07,-0.0047393,0.00036275,3.3797e-06,-0.0047393,0.00036275,3.3797e-06
0.00015875,-0.00015875,-0.0050592,2.3948e-05,0.0050601,-1.4296e-05,-1.4817e-07,-0.0050592,2.3948e-05,1.4652e-05,-0.0050592,2.3948e-05,1.4652e-05
0.00018291,-0.00018291,-0.0036699,1.3327e-05,0.003671,-2.2062e-06,-1.7073e-07,-0.0036699,1.3327e-05,1.0751e-05,-0.0036699,1.3327e-05,1.0751e-05
0.0001261,-0.0001261,-0.0023969,9.3733e-06,0.0023977,-1.7063e-06,-1.177e-07,-0.0023969,9.3733e-06,7.0017e-06,-0.0023969,9.3733e-06,7.0017e-06
7.171e-05,-7.171e-05,-0.00062274,2.3034e-06,0.00062318,2.0566e-06,-6.6934e-08,-0.00062274,2.3034e-06,1.8231e-06,-0.00062274,2.3034e-06,1.8231e-06
2.7367e-06,-2.7367e-06,-0.00031115,4.5105e-06,0.00031116,-4.3441e-06,-2.5545e-09,-0.00031115,4.5105e-06,8.0876e-07,-0.00031115,4.5105e-06,8.0876e-07
0.00057075,-0.00057075,-0.0054433,1.0901e-05,0.0054467,2.38e-05,-5.3274e-07,-0.0054433,1.0901e-05,1.6216e-05,-0.0054433,1.0901e-05,1.6216e-05
0.00022775,-0.00022775,-0.0032641,1.4216e-05,0.0032655,-3.6912e-07,-2.1258e-07,-0.0032641,1.4216e-05,9.4906e-06,-0.0032641,1.4216e-05,9.4906e-06
0.00044662,-0.00044662,-0.0032996,1.061e-05,0.0033023,1.6544e-05,-4.1687e-07,-0.0032996,1.061e-05,9.7081e-06,-0.0032996,1.061e-05,9.7081e-06
0.0010852,-0.0010852,-0.0050177,8.2041e-06,0.0050243,5.7775e-05,-1.0129e-06,-0.0050177,8.2041e-06,1.5004e-05,-0.0050177,8.2041e-06,1.5004e-05
0.0011184,-0.0011184,-0.0041989,2.0247e-05,0.0042057,4.775e-05,-1.0439e-06,-0.0041989,2.0247e-05,1.2149e-05,-0.0041989,2.0247e-05,1.2149e-05
