1.0179,1.2241,67.964,0.0055946,35.928,0.008238,13.65,-32.036,0.0055946,0.097078
1.095,1.103,36.229,0.0061498,4.4929,0.003772,20.895,-31.735,0.00055533,0.096484
1.195,1.0049,4.1121,0.13271,-25.885,-0.12059,27.178,-29.955,0.16491,13.757
1.1666,1.0334,-6.2405,0.18347,-16.295,-0.14347,27.251,-10.012,0.089203,13.689
1.1447,1.0553,-7.5183,0.22894,-9.4284,-0.10214,27.805,-1.8687,0.084108,13.658
1.1375,1.0625,-7.1495,0.26069,-7.2006,-0.083833,28.06,-0.0096598,0.070475,13.651
1.1332,1.0668,-6.4923,0.28293,-5.8625,-0.071083,28.255,0.6712,0.060931,13.649
1.1315,1.0685,-6.0741,0.297,-5.3442,-0.065198,28.345,0.77147,0.05273,13.649
1.1313,1.0687,-5.9231,0.30551,-5.3175,-0.062263,28.36,0.64719,0.047156,13.649
1.0667,1.0041,-5.8494,0.3109,-5.3477,-0.059962,28.362,0.54326,0.044044,13.648
1.0494,0.98665,-5.7811,0.31421,-5.376,-0.058716,28.364,0.44652,0.041974,13.648
1.0614,0.9985,-5.7191,0.31601,-5.4053,-0.058387,28.365,0.35532,0.040474,13.647
1.0768,1.0138,-5.6797,0.31678,-5.4275,-0.058606,28.365,0.29364,0.03945,13.646
1.0824,1.0192,-5.6662,0.31704,-5.4367,-0.058833,28.363,0.27102,0.038933,13.645
1.0823,1.0193,-5.6691,0.31713,-5.4338,-0.058924,28.361,0.27676,0.038757,13.645
1.0823,1.0193,-5.6771,0.31716,-5.4258,-0.058956,28.36,0.29279,0.038696,13.645
1.0912,1.0281,-5.6867,0.31698,-5.4162,-0.059315,28.359,0.31196,0.038484,13.644
1.1,1.0369,-5.6898,0.31673,-5.4132,-0.059606,28.358,0.31812,0.038412,13.643
1.0817,1.0188,-5.6873,0.31701,-5.4157,-0.058787,28.357,0.31305,0.038946,13.643
1.0735,1.0105,-5.6829,0.31727,-5.4201,-0.058546,28.356,0.30428,0.038929,13.643
1.069,1.0059,-5.6779,0.31744,-5.425,-0.058437,28.355,0.29434,0.038835,13.642
1.0699,1.0069,-5.676,0.31749,-5.4261,-0.058485,28.354,0.29131,0.038713,13.641
1.0671,1.0041,-5.6745,0.31779,-5.4198,-0.05794,28.354,0.29619,0.038959,13.641
1.0671,1.0041,-5.6758,0.31789,-5.4185,-0.058039,28.353,0.29872,0.038758,13.641
1.0671,1.0041,-5.678,0.31791,-5.4163,-0.058063,28.352,0.3031,0.038681,13.64
1.0671,1.0041,-5.6787,0.31791,-5.4156,-0.058061,28.351,0.30458,0.038657,13.639
1.0671,1.0041,-5.6781,0.31791,-5.4162,-0.058061,28.35,0.30327,0.038655,13.639
1.067,1.0041,-5.677,0.31791,-5.4173,-0.05806,28.349,0.30114,0.038655,13.639
1.067,1.0041,-5.6757,0.3179,-5.4186,-0.058048,28.348,0.29865,0.038646,13.638
1.067,1.0041,-5.6753,0.31789,-5.419,-0.058033,28.347,0.29775,0.038644,13.637
1.067,1.0041,-5.6756,0.31788,-5.4187,-0.058015,28.346,0.29836,0.038641,13.636
1.0835,1.0206,-5.6762,0.31753,-5.4182,-0.058667,28.345,0.2994,0.038309,13.635
1.0835,1.0206,-5.6768,0.3174,-5.4176,-0.058542,28.344,0.30071,0.03853,13.634
1.0845,1.0215,-5.677,0.31733,-5.4174,-0.058527,28.344,0.30109,0.038585,13.633
1.0927,1.0297,-5.6769,0.31713,-5.4176,-0.058828,28.344,0.30075,0.038454,13.632
1.0722,1.0093,-5.6766,0.31747,-5.4177,-0.057926,28.344,0.3003,0.038989,13.631
1.0639,1.0011,-5.6748,0.31788,-5.4147,-0.057412,28.344,0.30151,0.03906,13.63
1.0647,1.0018,-5.674,0.31801,-5.4149,-0.057531,28.344,0.30052,0.03878,13.629
1.0624,0.99955,-5.6708,0.31834,-5.4093,-0.056968,28.345,0.30296,0.038981,13.628
1.0746,1.0118,-5.6699,0.31819,-5.4103,-0.057565,28.345,0.30098,0.038502,13.627
1.0682,1.0054,-5.6695,0.31826,-5.4105,-0.057249,28.345,0.30043,0.038721,13.626
1.0627,0.9999,-5.6689,0.31843,-5.4095,-0.056949,28.345,0.30075,0.038821,13.625
1.0621,0.99931,-5.668,0.31855,-5.4085,-0.056865,28.345,0.30093,0.038759,13.624
1.0619,0.9991,-5.667,0.31864,-5.4073,-0.056755,28.345,0.30104,0.038742,13.623
1.062,0.9992,-5.6661,0.3187,-5.4066,-0.056695,28.344,0.30086,0.03871,13.622
1.0605,0.99778,-5.6643,0.31887,-5.404,-0.056396,28.343,0.30175,0.038811,13.621
1.0589,0.99618,-5.6614,0.31915,-5.4,-0.055981,28.343,0.30285,0.038918,13.62
1.0597,0.99696,-5.6602,0.31924,-5.4005,-0.056059,28.342,0.30112,0.038723,13.619
1.0597,0.99699,-5.6598,0.31925,-5.4009,-0.056076,28.341,0.30034,0.038656,13.618
1.0597,0.99703,-5.6597,0.31925,-5.401,-0.056072,28.34,0.30013,0.038634,13.617
1.0597,0.99703,-5.6597,0.31924,-5.401,-0.056058,28.339,0.30005,0.038626,13.616
1.0598,0.99707,-5.6597,0.31923,-5.401,-0.056044,28.338,0.30006,0.038623,13.615
1.0598,0.99711,-5.6597,0.31921,-5.401,-0.056031,28.337,0.30004,0.038621,13.614
1.0799,1.0172,-5.6597,0.31879,-5.4011,-0.05683,28.336,0.30001,0.038214,13.613
1.1,1.0373,-5.6597,0.31824,-5.4012,-0.057492,28.335,0.29997,0.038077,13.612
