1.1,1.1,0.49505,-0.5,3.8208,-0.019199,13.272
1.1,0.9,0.07269,1.9663,0.76061,0.23119,0.53197
1.1,0.9,0.032954,1.0069,0.088263,0.30662,0.0018041
1.1,0.9,0.024743,0.4095,0.0082878,0.33586,0.012873
1.0066,0.9,0.02388,0.50409,0.010212,0.40208,0.1164
1.1,0.9,0.023099,0.26604,0.012254,0.36054,0.030136
1.0274,0.9,0.019993,0.23614,0.004962,0.29136,0.024415
0.93044,0.9,0.015769,0.23593,0.0030329,0.24545,0.050619
0.92088,0.9,0.01526,0.22069,0.011443,0.22553,0.045573
0.94424,0.9,0.015338,0.20482,0.01525,0.21672,0.029066
0.95432,0.9,0.013876,0.19512,0.0109,0.20897,0.020065
0.95064,0.9,0.011056,0.1903,0.0036037,0.20162,0.018628
0.93073,0.9,0.0066011,0.19077,-0.00015409,0.19657,0.026847
0.92362,0.90033,0.0035099,0.19307,0.0010929,0.1958,0.034268
0.92391,0.90061,0.0013966,0.194,0.00057103,0.194,0.038737
0.9231,0.90066,0.00076268,0.19392,0.0005151,0.19392,0.039575
0.91825,0.90065,0.00067766,0.19392,0.00064443,0.19392,0.039552
0.90682,0.9006,0.00071072,0.19395,0.00072365,0.19395,0.039284
0.90211,0.9,0.00082405,0.19401,0.00086494,0.19325,0.040398
0.90282,0.9,0.0015188,0.19371,0.0017773,0.1927,0.039789
0.91655,0.9,0.0024095,0.1923,0.0031206,0.19475,0.033493
0.9,0.9,0.001517,0.19279,0.0011699,0.19216,0.041031
0.90001,0.9,0.0021964,0.19248,0.0024383,0.19124,0.040637
0.91187,0.9,0.0031931,0.19136,0.0035982,0.19298,0.035189
0.9,0.9,0.0024272,0.1915,0.0021301,0.19115,0.040606
0.90005,0.9,0.002864,0.19127,0.0030144,0.19033,0.04024
0.91176,0.9,0.0035537,0.19036,0.0038487,0.19208,0.034865
0.9,0.9,0.002511,0.19066,0.0021038,0.19037,0.040272
0.9,0.9,0.0026937,0.19058,0.0027493,0.18965,0.039971
0.91118,0.9,0.0031911,0.18982,0.0034081,0.19138,0.034893
0.9,0.9,0.0021034,0.19017,0.0016756,0.18982,0.040041
0.9,0.9,0.0022311,0.19015,0.0022682,0.18919,0.039775
0.91111,0.9,0.0027063,0.18946,0.002908,0.19079,0.035131
0.9,0.9,0.001749,0.18975,0.0013724,0.18939,0.039858
0.9,0.9,0.001945,0.18973,0.00201,0.18876,0.039594
0.91109,0.9,0.0024717,0.18903,0.0026916,0.19037,0.034946
0.9,0.9,0.0015516,0.18932,0.0011899,0.18896,0.039676
0.9,0.9,0.001775,0.1893,0.0018517,0.18834,0.039417
0.9111,0.9,0.0023207,0.18861,0.0025468,0.18992,0.034826
0.9,0.9,0.0014269,0.18889,0.0010758,0.18855,0.039504
0.9,0.9,0.0016596,0.18887,0.0017406,0.18793,0.039246
0.91107,0.9,0.0022057,0.1882,0.0024308,0.18948,0.034761
0.9,0.9,0.001337,0.18847,0.0009961,0.18815,0.039336
0.9,0.9,0.0015703,0.18847,0.0016521,0.18755,0.039085
0.91108,0.9,0.002108,0.18781,0.002329,0.18905,0.034727
0.9,0.9,0.0012637,0.18807,0.00093247,0.18777,0.039179
0.9,0.9,0.0014948,0.18807,0.0015765,0.18717,0.038929
0.91108,0.90001,0.0020214,0.18743,0.0022371,0.18863,0.034703
0.9,0.90001,0.0012005,0.18768,0.00087857,0.1874,0.039027
0.9,0.9,0.0014281,0.1877,0.0015089,0.18682,0.038781
0.91106,0.90001,0.0019418,0.18708,0.0021518,0.18825,0.034685
