1.1,0.9,2.3164e-12,0,0.94846,-0.00152,0.79957,-0.16,-0.16,-0.16
1.1,1.021,5.3043e-12,0,0.24325,0.08147,0.022572,0.6323,-0.00051434,-1.1492e-05
1.0713,1.0536,9.4682e-11,0,0.11965,0.01754,0.0049118,1.8342,0.028109,8.1568
1.1,0.9,4.4454e-11,0,0.35091,0.0037381,0.023153,-0.56638,0.012937,1.7189
1.0908,0.95007,9.8577e-12,0,0.29507,0.0063718,0.014971,-0.26061,0.0098705,1.7189
1.05,1.0095,1.1801e-10,0,0.19359,0.0067271,0.016196,-0.075386,0.0087043,1.7189
1.0401,1.0305,2.1624e-11,0,0.14841,0.0070057,0.016493,0.33533,0.0073086,0.064509
1.0556,1.0309,1.0855e-11,0,0.17556,0.0069227,0.017237,0.40329,0.0066645,-0.078956
1.0762,1.0333,1.7852e-11,0,0.20517,0.0066585,0.018538,0.32739,0.0067506,-0.078956
1.0372,1.0724,1.4193e-11,0,0.017622,-1.1017e-05,0.017887,0.28665,0.0067198,-0.078956
1.0532,1.0601,1.9818e-11,0,0.12183,0.0029156,0.017498,0.13722,0.0022419,-0.078956
1.0564,1.0608,3.6605e-11,0,0.12599,0.0027862,0.017229,0.13209,0.0024665,-0.078956
1.059,1.0622,4.1019e-11,0,0.1279,0.0027283,0.017048,0.13005,0.002573,-0.078956
1.0613,1.0638,5.335e-11,0,0.12886,0.0027042,0.0169,0.12934,0.0026248,-0.078956
1.0635,1.0656,8.8717e-11,0,0.12939,0.0026955,0.016774,0.12918,0.0026513,-0.078956
1.0546,1.0768,3.3793e-11,0,0.072653,0.00070055,0.016051,0.18103,0.0053243,-0.078956
1.06,1.0751,2.5636e-11,0,0.092502,0.0015102,0.015594,0.1449,0.003783,-0.078956
1.0644,1.0752,2.9857e-11,0,0.10274,0.0019251,0.015266,0.12744,0.0030254,-0.078956
1.0681,1.0764,4.0996e-11,0,0.10803,0.0021367,0.015018,0.1192,0.0026587,-0.078956
1.0714,1.0781,7.9481e-11,0,0.11088,0.0022465,0.01481,0.11548,0.0024846,-0.078956
1.0744,1.0802,1.9409e-10,0,0.11246,0.0023044,0.014636,0.11395,0.0024053,-0.078956
1.0773,1.0824,8.6867e-12,0,0.11342,0.0023368,0.014483,0.11345,0.0023717,-0.078956
1.0801,1.0847,1.4696e-11,0,0.11408,0.0023567,0.014342,0.11344,0.00236,-0.078956
1.0828,1.087,5.4532e-11,0,0.11456,0.0023696,0.014217,0.27513,0.0023532,0.02708
1.1,1.0757,1.4475e-10,0,0.17437,0.0037746,0.015808,0.23027,0.0011803,0.02708
1.1,1.0757,1.4927e-10,0,0.18,0.0030609,0.017657,0.21164,0.0020451,0.02708
1.0938,1.0872,2.0469e-11,0,0.15079,0.00022483,0.017547,0.20109,0.0023837,0.02708
1.0989,1.0884,2.5171e-11,0,0.16,0.00069188,0.018159,0.18433,0.0016641,0.02708
1.1,1.0898,2.5804e-10,0,0.16253,0.0008883,0.019016,0.17622,0.0013401,0.02708
1.1,1.0906,1.0051e-10,0,0.16334,0.00097234,0.019675,0.17165,0.0011894,0.02708
1.1,1.0916,1.0106e-10,0,0.1635,0.0010083,0.020178,0.16888,0.0011171,0.02708
1.1,1.0926,1.0206e-10,0,0.16327,0.0010225,0.020617,0.16709,0.0010809,0.02708
1.1,1.0936,1.0556e-10,0,0.16289,0.0010273,0.020999,0.20284,0.0010614,0.02708
1.1,1.0915,3.2953e-11,0,0.16869,0.0010196,0.02173,0.18952,0.0010501,0.02708
1.1,1.0909,3.6997e-11,0,0.17131,0.0010163,0.022219,0.18258,0.0010399,0.02708
1.1,1.0913,4.3638e-11,0,0.1721,0.0010123,0.022683,0.18554,0.0010321,0.02708
1.1,1.0955,3.0492e-10,0,0.16652,-2.7174e-06,0.022989,0.18106,0.0010254,0.02708
1.1,1.0957,7.4943e-11,0,0.16785,0.00020053,0.023496,0.17621,0.00068272,0.02708
1.1,1.0957,6.9938e-11,0,0.16866,0.00029438,0.023767,0.17342,0.00052199,0.02708
1.1,1.096,7.6497e-11,0,0.16891,0.00033778,0.023991,0.17184,0.00044612,0.02708
1.1,1.0964,8.5743e-11,0,0.16888,0.00035773,0.024192,0.17086,0.00041001,0.02708
1.1,1.0969,9.9716e-11,0,0.16873,0.00036675,0.024375,0.1702,0.00039258,0.02708
1.1,1.0991,2.132e-11,0,0.16498,0.00037237,0.024309,0.17663,0.00038397,0.02708
1.1,1.0987,7.7445e-12,0,0.16649,0.00037293,0.024556,0.17275,0.00038011,0.02708
1.1,1.0983,2.494e-10,0,0.16739,0.00037361,0.02466,0.17066,0.00037772,0.02708
1.1,1.0985,3.1523e-10,0,0.1674,0.00037398,0.024724,0.16958,0.00037635,0.02708
1.1,1.0986,6.3549e-12,0,0.16755,0.00037384,0.024814,0.16885,0.00037556,0.02708
1.1,1.0988,5.0766e-11,0,0.16744,0.00011122,0.024903,0.047232,0.00074798,0.02708
1.0966,1.1,2.5823e-10,0,0.15554,0.00020351,0.023715,0.087296,0.00053573,0.02708
1.0923,1.1,5.1522e-11,0,0.14673,0.00025122,0.023474,0.11005,0.00042499,0.02708
1.0904,1.1,8.6256e-11,0,0.14221,0.00027688,0.023277,0.12227,0.00036707,0.02708
1.0899,1.1,1.4317e-10,0,0.14026,0.00029141,0.023031,0.12891,0.00033701,0.02708
1.0844,1.1,4.8147e-11,0,0.12663,0.00030174,0.022478,0.1327,0.00032181,0.02708
1.0856,1.1,9.9171e-12,0,0.12833,0.00030659,0.022246,0.13067,0.00031512,0.02708
1.0872,1.1,1.2606e-11,0,0.13002,0.00031106,0.021864,0.12989,0.00031227,0.02708
1.0885,1.1,1.372e-11,0,0.13129,0.00031432,0.021507,0.13623,0.00031187,0.02708
